subjectID,session,delayMsec,trial,isAnimal,response,numberDistractors
KAE,2,40,27,1,1,49
KAE,2,40,28,0,0,50
KAE,2,40,29,1,1,51
KAE,2,40,30,0,0,52
KAE,2,40,31,1,1,52
KAE,2,40,32,0,0,53
KAE,2,40,33,0,0,54
KAE,2,40,34,1,1,55
KAE,2,40,35,0,0,56
KAE,2,40,36,0,0,57
KAE,2,40,37,1,1,58
KAE,2,40,38,1,1,60
KAE,2,40,39,1,1,61
KAE,2,40,40,1,1,63
KAE,2,40,41,0,0,64
KAE,2,40,42,1,1,67
KAE,2,40,43,1,1,69
KAE,2,40,44,1,1,73
KAE,2,40,45,0,0,77
KAE,2,40,46,0,0,84
KAE,2,40,47,1,1,92
KAE,2,40,48,1,1,105
KAE,2,40,49,0,0,122
KAE,2,40,50,0,0,144
KC,1,80,1,0,0,50
KC,1,80,2,0,0,66
KC,1,80,3,0,0,85
KC,1,80,4,0,0,107
KC,1,80,5,0,0,131
KC,1,80,6,1,0,159
KC,1,80,7,0,0,88
KC,1,80,8,1,1,102
KC,1,80,9,1,1,114
KC,1,80,10,1,1,125
KC,1,80,11,1,0,135
KC,1,80,12,0,0,107
KC,1,80,13,1,0,116
KC,1,80,14,0,1,94
KC,1,80,15,1,0,67
KC,1,80,16,0,0,39
KC,1,80,17,0,0,47
KC,1,80,18,1,0,53
KC,1,80,19,0,1,35
KC,1,80,20,1,1,20
KC,1,80,21,1,1,23
KC,1,80,22,1,1,26
KC,1,80,23,1,1,29
KC,1,80,24,0,0,32
KC,1,80,25,1,1,34
KC,1,80,26,1,1,36
KC,1,80,27,0,0,38
KC,1,80,28,0,0,40
KC,1,80,29,1,1,42
KC,1,80,30,0,1,43
KC,1,80,31,0,0,39
KC,1,80,32,1,1,40
KC,1,80,33,1,1,41
KC,1,80,34,0,0,42
KC,1,80,35,0,0,43
KC,1,80,36,1,1,44
KC,1,80,37,1,1,45
KC,1,80,38,0,0,46
KC,1,80,39,1,1,47
KC,1,80,40,0,0,48
KC,1,80,41,1,1,49
KC,1,80,42,1,1,49
KC,1,80,43,0,0,50
KC,1,80,44,1,1,51
KC,1,80,45,0,1,52
KC,1,80,46,1,1,49
KC,1,80,47,0,1,50
KC,1,80,48,0,0,48
KC,1,80,49,0,1,49
KC,1,80,50,1,1,47
KC,1,20,1,0,0,50
KC,1,20,2,0,1,66
KC,1,20,3,0,0,29
KC,1,20,4,1,1,34
KC,1,20,5,1,1,40
KC,1,20,6,1,1,45
KC,1,20,7,1,1,50
KC,1,20,8,0,1,55
KC,1,20,9,1,1,42
KC,1,20,10,0,0,46
KC,1,20,11,0,1,49
KC,1,20,12,1,1,40
KC,1,20,13,0,0,43
KC,1,20,14,0,0,46
KC,1,20,15,1,1,48
KC,1,20,16,1,1,50
KC,1,20,17,1,1,51
KC,1,20,18,1,1,53
KC,1,20,19,1,1,54
KC,1,20,20,1,0,55
KC,1,20,21,0,0,52
KC,1,20,22,0,1,53
KC,1,20,23,0,0,50
KC,1,20,24,0,0,51
KC,1,20,25,1,0,52
KC,1,20,26,1,0,49
KC,1,20,27,0,1,46
KC,1,20,28,1,1,42
KC,1,20,29,1,1,44
KC,1,20,30,0,0,45
KC,1,20,31,1,1,46
KC,1,20,32,0,1,47
KC,1,20,33,0,1,44
KC,1,20,34,0,1,41
KC,1,20,35,1,1,37
KC,1,20,36,1,1,39
KC,1,20,37,1,1,40
KC,1,20,38,1,1,41
KC,1,20,39,1,1,42
KC,1,20,40,1,1,43
KC,1,20,41,0,0,44
KC,1,20,42,1,1,44
KC,1,20,43,0,0,45
KC,1,20,44,0,0,45
KC,1,20,45,0,1,46
KC,1,20,46,0,1,44
KC,1,20,47,0,1,43
KC,1,20,48,1,1,41
KC,1,20,49,0,0,42
KC,1,20,50,0,0,42
KC,1,100,1,0,0,50
KC,1,100,2,0,0,66
KC,1,100,3,0,0,85
KC,1,100,4,1,0,107
KC,1,100,5,0,1,53
KC,1,100,6,0,1,27
KC,1,100,7,0,1,14
KC,1,100,8,0,1,9
KC,1,100,9,1,1,6
KC,1,100,10,1,1,7
KC,1,100,11,1,1,7
KC,1,100,12,0,1,8
KC,1,100,13,0,1,6
KC,1,100,14,1,1,5
KC,1,100,15,0,0,5
KC,1,100,16,0,0,5
KC,1,100,17,0,0,6
KC,1,100,18,1,1,6
KC,1,100,19,1,1,6
KC,1,100,20,0,0,7
KC,1,100,21,1,1,7
KC,1,100,22,0,1,7
KC,1,100,23,1,1,6
KC,1,100,24,1,1,7
KC,1,100,25,1,1,7
KC,1,100,26,0,0,7
KC,1,100,27,1,1,7
KC,1,100,28,0,0,7
KC,1,100,29,0,0,7
KC,1,100,30,0,1,8
KC,1,100,31,0,1,7
KC,1,100,32,1,1,7
KC,1,100,33,1,1,7
KC,1,100,34,0,1,7
KC,1,100,35,0,0,7
KC,1,100,36,1,1,7
KC,1,100,37,0,1,7
KC,1,100,38,0,0,7
KC,1,100,39,1,1,7
KC,1,100,40,1,1,7
KC,1,100,41,1,1,7
KC,1,100,42,1,1,7
KC,1,100,43,1,1,7
KC,1,100,44,1,1,7
KC,1,100,45,1,1,7
KC,1,100,46,1,1,7
KC,1,100,47,1,1,7
KC,1,100,48,0,0,7
KC,1,100,49,1,0,8
KC,1,100,50,0,0,7
KC,1,60,1,0,0,50
KC,1,60,2,0,0,66
KC,1,60,3,0,0,85
KC,1,60,4,0,0,107
KC,1,60,5,1,1,131
KC,1,60,6,1,1,159
KC,1,60,7,0,0,190
KC,1,60,8,0,0,223
KC,1,60,9,0,0,260
KC,1,60,10,1,0,301
KC,1,60,11,0,1,193
KC,1,60,12,1,0,133
KC,1,60,13,0,0,84
KC,1,60,14,1,1,97
KC,1,60,15,0,0,108
KC,1,60,16,1,0,117
KC,1,60,17,0,1,91
KC,1,60,18,1,1,63
KC,1,60,19,1,0,72
KC,1,60,20,0,1,48
KC,1,60,21,0,0,26
KC,1,60,22,1,1,30
KC,1,60,23,0,0,35
KC,1,60,24,0,0,39
KC,1,60,25,0,0,43
KC,1,60,26,0,0,46
KC,1,60,27,1,1,49
KC,1,60,28,0,1,52
KC,1,60,29,1,1,45
KC,1,60,30,1,1,47
KC,1,60,31,1,1,49
KC,1,60,32,0,0,51
KC,1,60,33,1,1,53
KC,1,60,34,1,1,54
KC,1,60,35,1,1,56
KC,1,60,36,1,1,57
KC,1,60,37,1,1,58
KC,1,60,38,1,1,59
KC,1,60,39,1,1,61
KC,1,60,40,1,1,62
KC,1,60,41,0,0,63
KC,1,60,42,0,0,64
KC,1,60,43,1,1,65
KC,1,60,44,0,1,66
KC,1,60,45,0,0,63
KC,1,60,46,0,0,64
KC,1,60,47,1,0,64
KC,1,60,48,0,1,62
KC,1,60,49,1,1,60
KC,1,60,50,1,1,60
KC,1,-10,1,1,1,50
KC,1,-10,2,0,1,66
KC,1,-10,3,0,1,29
KC,1,-10,4,1,1,15
KC,1,-10,5,0,0,17
KC,1,-10,6,1,1,20
KC,1,-10,7,0,0,22
KC,1,-10,8,1,1,24
KC,1,-10,9,1,1,26
KC,1,-10,10,0,1,28
KC,1,-10,11,0,0,23
KC,1,-10,12,1,1,24
KC,1,-10,13,0,0,25
KC,1,-10,14,0,0,27
KC,1,-10,15,1,1,28
KC,1,-10,16,0,0,29
KC,1,-10,17,1,1,29
KC,1,-10,18,0,0,30
KC,1,-10,19,1,0,31
KC,1,-10,20,1,1,29
KC,1,-10,21,1,0,29
KC,1,-10,22,0,1,27
KC,1,-10,23,0,0,25
KC,1,-10,24,0,0,26
KC,1,-10,25,1,1,27
KC,1,-10,26,1,0,27
KC,1,-10,27,0,0,25
KC,1,-10,28,1,1,26
KC,1,-10,29,0,0,27
KC,1,-10,30,0,0,27
KC,1,-10,31,1,1,28
KC,1,-10,32,0,0,28
KC,1,-10,33,0,0,28
KC,1,-10,34,0,0,29
KC,1,-10,35,1,1,29
KC,1,-10,36,0,0,29
KC,1,-10,37,1,1,30
KC,1,-10,38,1,1,30
KC,1,-10,39,1,1,30
KC,1,-10,40,0,0,31
KC,1,-10,41,0,0,31
KC,1,-10,42,1,1,31
KC,1,-10,43,1,1,31
KC,1,-10,44,0,0,32
KC,1,-10,45,0,0,32
KC,1,-10,46,0,0,32
KC,1,-10,47,1,1,32
KC,1,-10,48,1,1,33
KC,1,-10,49,1,1,33
KC,1,-10,50,1,1,33
KC,1,0,1,0,1,50
KC,1,0,2,1,1,21
KC,1,0,3,0,0,25
KC,1,0,4,0,0,29
KC,1,0,5,1,1,33
KC,1,0,6,1,1,36
KC,1,0,7,0,0,40
KC,1,0,8,0,1,43
KC,1,0,9,1,1,34
KC,1,0,10,0,0,36
KC,1,0,11,0,0,38
KC,1,0,12,1,1,40
KC,1,0,13,0,1,42
KC,1,0,14,0,1,37
KC,1,0,15,1,1,32
KC,1,0,16,1,1,34
KC,1,0,17,1,1,35
KC,1,0,18,1,1,37
KC,1,0,19,1,1,38
KC,1,0,20,1,1,39
KC,1,0,21,0,0,40
KC,1,0,22,0,0,41
KC,1,0,23,0,0,42
KC,1,0,24,1,1,42
KC,1,0,25,0,0,43
KC,1,0,26,1,1,44
KC,1,0,27,1,1,44
KC,1,0,28,1,1,45
KC,1,0,29,0,1,45
KC,1,0,30,0,0,44
KC,1,0,31,1,0,44
KC,1,0,32,0,1,43
KC,1,0,33,0,0,41
KC,1,0,34,1,1,41
KC,1,0,35,0,0,42
KC,1,0,36,0,0,43
KC,1,0,37,1,1,43
KC,1,0,38,0,0,43
KC,1,0,39,0,0,44
KC,1,0,40,0,0,44
KC,1,0,41,1,0,45
KC,1,0,42,1,0,44
KC,1,0,43,0,0,42
KC,1,0,44,1,1,43
KC,1,0,45,0,1,43
KC,1,0,46,1,1,42
KC,1,0,47,1,1,42
KC,1,0,48,1,1,43
KC,1,0,49,1,1,43
KC,1,0,50,0,0,43
KC,1,40,1,0,1,50
KC,1,40,2,0,0,21
KC,1,40,3,0,0,25
KC,1,40,4,0,0,29
KC,1,40,5,0,0,33
KC,1,40,6,0,0,36
KC,1,40,7,1,0,40
KC,1,40,8,1,1,30
KC,1,40,9,1,1,33
KC,1,40,10,1,1,35
KC,1,40,11,1,1,37
KC,1,40,12,0,0,39
KC,1,40,13,0,0,41
KC,1,40,14,1,1,42
KC,1,40,15,0,0,43
KC,1,40,16,0,0,45
KC,1,40,17,1,1,46
KC,1,40,18,0,0,47
KC,1,40,19,1,1,48
KC,1,40,20,1,1,50
KC,1,40,21,1,1,51
KC,1,40,22,0,1,52
KC,1,40,23,0,0,48
KC,1,40,24,1,1,49
KC,1,40,25,0,0,50
KC,1,40,26,1,1,51
KC,1,40,27,1,1,52
KC,1,40,28,0,0,52
KC,1,40,29,1,1,53
KC,1,40,30,0,0,54
KC,1,40,31,1,1,55
KC,1,40,32,0,0,56
KC,1,40,33,0,1,56
KC,1,40,34,1,1,54
KC,1,40,35,0,0,55
KC,1,40,36,0,0,55
KC,1,40,37,1,0,56
KC,1,40,38,1,1,54
KC,1,40,39,1,1,55
KC,1,40,40,1,1,55
KC,1,40,41,0,0,56
KC,1,40,42,1,0,56
KC,1,40,43,1,1,55
KC,1,40,44,1,1,55
KC,1,40,45,0,0,56
KC,1,40,46,0,0,56
KC,1,40,47,1,1,57
KC,1,40,48,1,1,57
KC,1,40,49,0,0,58
KC,1,40,50,0,0,58
KC,2,80,1,0,0,50
KC,2,80,2,0,0,66
KC,2,80,3,0,0,85
KC,2,80,4,0,0,107
KC,2,80,5,0,0,131
KC,2,80,6,1,0,159
KC,2,80,7,0,0,88
KC,2,80,8,1,1,102
KC,2,80,9,1,1,114
KC,2,80,10,1,1,125
KC,2,80,11,1,0,135
KC,2,80,12,0,0,107
KC,2,80,13,1,0,116
KC,2,80,14,0,0,94
KC,2,80,15,1,0,102
KC,2,80,16,0,0,80
KC,2,80,17,0,0,88
KC,2,80,18,1,0,95
KC,2,80,19,0,1,78
KC,2,80,20,1,1,56
KC,2,80,21,1,1,63
KC,2,80,22,1,1,70
KC,2,80,23,1,1,75
KC,2,80,24,0,0,80
KC,2,80,25,1,1,83
KC,2,80,26,1,1,86
KC,2,80,27,0,0,89
KC,2,80,28,0,0,91
KC,2,80,29,1,1,93
KC,2,80,30,0,1,95
KC,2,80,31,0,0,90
KC,2,80,32,1,1,92
KC,2,80,33,1,1,93
KC,2,80,34,0,0,95
KC,2,80,35,0,0,96
KC,2,80,36,1,0,98
KC,2,80,37,1,0,94
KC,2,80,38,0,0,90
KC,2,80,39,1,1,91
KC,2,80,40,0,0,93
KC,2,80,41,1,1,94
KC,2,80,42,1,0,95
KC,2,80,43,0,0,92
KC,2,80,44,1,1,93
KC,2,80,45,0,1,94
KC,2,80,46,1,1,91
KC,2,80,47,0,0,92
KC,2,80,48,0,0,93
KC,2,80,49,0,0,94
KC,2,80,50,1,0,95
KC,2,20,1,0,0,50
KC,2,20,2,0,0,66
KC,2,20,3,0,0,85
KC,2,20,4,1,0,107
KC,2,20,5,1,1,53
KC,2,20,6,1,1,62
KC,2,20,7,1,1,72
KC,2,20,8,0,1,80
KC,2,20,9,1,1,57
KC,2,20,10,0,0,64
KC,2,20,11,0,0,69
KC,2,20,12,1,1,74
KC,2,20,13,0,0,79
KC,2,20,14,0,0,82
KC,2,20,15,1,1,85
KC,2,20,16,1,1,88
KC,2,20,17,1,1,91
KC,2,20,18,1,1,93
KC,2,20,19,1,0,96
KC,2,20,20,1,1,89
KC,2,20,21,0,0,91
KC,2,20,22,0,1,93
KC,2,20,23,0,0,87
KC,2,20,24,0,1,89
KC,2,20,25,1,0,84
KC,2,20,26,1,0,79
KC,2,20,27,0,0,73
KC,2,20,28,1,1,75
KC,2,20,29,1,1,77
KC,2,20,30,0,0,79
KC,2,20,31,1,1,80
KC,2,20,32,0,1,82
KC,2,20,33,0,0,78
KC,2,20,34,0,0,79
KC,2,20,35,1,1,81
KC,2,20,36,1,1,82
KC,2,20,37,1,1,83
KC,2,20,38,1,0,84
KC,2,20,39,1,1,81
KC,2,20,40,1,1,82
KC,2,20,41,0,0,83
KC,2,20,42,1,1,84
KC,2,20,43,0,0,85
KC,2,20,44,0,0,86
KC,2,20,45,0,1,87
KC,2,20,46,0,0,84
KC,2,20,47,0,0,85
KC,2,20,48,1,1,86
KC,2,20,49,0,0,87
KC,2,20,50,0,0,87
KC,2,100,1,0,0,50
KC,2,100,2,0,0,66
KC,2,100,3,0,0,85
KC,2,100,4,1,0,107
KC,2,100,5,0,1,53
KC,2,100,6,0,1,27
KC,2,100,7,0,0,14
KC,2,100,8,0,1,17
KC,2,100,9,1,1,11
KC,2,100,10,1,1,12
KC,2,100,11,1,1,13
KC,2,100,12,0,1,15
KC,2,100,13,0,1,12
KC,2,100,14,1,1,9
KC,2,100,15,0,0,10
KC,2,100,16,0,0,11
KC,2,100,17,0,0,11
KC,2,100,18,1,1,12
KC,2,100,19,1,1,12
KC,2,100,20,0,0,13
KC,2,100,21,1,1,13
KC,2,100,22,0,0,14
KC,2,100,23,1,1,14
KC,2,100,24,1,1,14
KC,2,100,25,1,1,15
KC,2,100,26,0,0,15
KC,2,100,27,1,1,15
KC,2,100,28,0,0,15
KC,2,100,29,0,0,16
KC,2,100,30,0,0,16
KC,2,100,31,0,0,16
KC,2,100,32,1,1,16
KC,2,100,33,1,1,17
KC,2,100,34,0,1,17
KC,2,100,35,0,0,16
KC,2,100,36,1,1,16
KC,2,100,37,0,0,17
KC,2,100,38,0,0,17
KC,2,100,39,1,1,17
KC,2,100,40,1,1,17
KC,2,100,41,1,1,17
KC,2,100,42,1,1,18
KC,2,100,43,1,1,18
KC,2,100,44,1,1,18
KC,2,100,45,1,1,18
KC,2,100,46,1,1,18
KC,2,100,47,1,1,19
KC,2,100,48,0,0,19
KC,2,100,49,1,0,19
KC,2,100,50,0,0,18
KC,2,60,1,0,0,50
KC,2,60,2,0,0,66
KC,2,60,3,0,0,85
KC,2,60,4,0,0,107
KC,2,60,5,1,0,131
KC,2,60,6,1,1,69
KC,2,60,7,0,0,81
KC,2,60,8,0,0,92
KC,2,60,9,0,0,101
KC,2,60,10,1,0,110
KC,2,60,11,0,0,86
KC,2,60,12,1,1,93
KC,2,60,13,0,0,99
KC,2,60,14,1,1,105
KC,2,60,15,0,0,109
KC,2,60,16,1,0,114
KC,2,60,17,0,0,102
KC,2,60,18,1,1,106
KC,2,60,19,1,1,110
KC,2,60,20,0,0,113
KC,2,60,21,0,0,116
KC,2,60,22,1,0,118
KC,2,60,23,0,0,111
KC,2,60,24,0,0,113
KC,2,60,25,0,0,115
KC,2,60,26,0,0,118
KC,2,60,27,1,1,120
KC,2,60,28,0,0,121
KC,2,60,29,1,1,123
KC,2,60,30,1,1,125
KC,2,60,31,1,0,126
KC,2,60,32,0,0,122
KC,2,60,33,1,1,123
KC,2,60,34,1,0,125
KC,2,60,35,1,1,121
KC,2,60,36,1,1,122
KC,2,60,37,1,1,123
KC,2,60,38,1,0,125
KC,2,60,39,1,0,121
KC,2,60,40,1,1,117
KC,2,60,41,0,0,118
KC,2,60,42,0,0,120
KC,2,60,43,1,1,121
KC,2,60,44,0,0,122
KC,2,60,45,0,0,123
KC,2,60,46,0,1,124
KC,2,60,47,1,1,121
KC,2,60,48,0,0,122
KC,2,60,49,1,1,123
KC,2,60,50,1,1,124
KC,2,-10,1,1,1,50
KC,2,-10,2,0,0,66
KC,2,-10,3,0,0,85
KC,2,-10,4,1,0,107
KC,2,-10,5,0,0,53
KC,2,-10,6,1,1,62
KC,2,-10,7,0,1,72
KC,2,-10,8,1,1,47
KC,2,-10,9,1,1,54
KC,2,-10,10,0,0,60
KC,2,-10,11,0,0,65
KC,2,-10,12,1,1,70
KC,2,-10,13,0,0,73
KC,2,-10,14,0,0,77
KC,2,-10,15,1,1,80
KC,2,-10,16,0,1,83
KC,2,-10,17,1,1,75
KC,2,-10,18,0,0,77
KC,2,-10,19,1,0,80
KC,2,-10,20,1,0,73
KC,2,-10,21,1,0,66
KC,2,-10,22,0,0,58
KC,2,-10,23,0,0,61
KC,2,-10,24,0,0,64
KC,2,-10,25,1,1,66
KC,2,-10,26,1,0,68
KC,2,-10,27,0,0,63
KC,2,-10,28,1,1,65
KC,2,-10,29,0,1,67
KC,2,-10,30,0,0,62
KC,2,-10,31,1,1,64
KC,2,-10,32,0,0,66
KC,2,-10,33,0,0,67
KC,2,-10,34,0,1,68
KC,2,-10,35,1,0,65
KC,2,-10,36,0,0,61
KC,2,-10,37,1,1,62
KC,2,-10,38,1,1,64
KC,2,-10,39,1,1,65
KC,2,-10,40,0,0,66
KC,2,-10,41,0,0,67
KC,2,-10,42,1,1,68
KC,2,-10,43,1,1,68
KC,2,-10,44,0,0,69
KC,2,-10,45,0,0,70
KC,2,-10,46,0,0,71
KC,2,-10,47,1,1,71
KC,2,-10,48,1,1,72
KC,2,-10,49,1,0,72
KC,2,-10,50,1,1,71
KC,2,0,1,0,1,50
KC,2,0,2,1,1,21
KC,2,0,3,0,0,25
KC,2,0,4,0,0,29
KC,2,0,5,1,1,33
KC,2,0,6,1,1,36
KC,2,0,7,0,0,40
KC,2,0,8,0,1,43
KC,2,0,9,1,1,34
KC,2,0,10,0,0,36
KC,2,0,11,0,0,38
KC,2,0,12,1,1,40
KC,2,0,13,0,0,42
KC,2,0,14,0,0,44
KC,2,0,15,1,1,45
KC,2,0,16,1,1,47
KC,2,0,17,1,1,48
KC,2,0,18,1,1,49
KC,2,0,19,1,1,50
KC,2,0,20,1,1,52
KC,2,0,21,0,0,53
KC,2,0,22,0,1,54
KC,2,0,23,0,0,50
KC,2,0,24,1,1,51
KC,2,0,25,0,0,52
KC,2,0,26,1,1,53
KC,2,0,27,1,1,54
KC,2,0,28,1,0,54
KC,2,0,29,0,0,52
KC,2,0,30,0,0,53
KC,2,0,31,1,1,53
KC,2,0,32,0,0,54
KC,2,0,33,0,0,55
KC,2,0,34,1,1,55
KC,2,0,35,0,0,56
KC,2,0,36,0,0,57
KC,2,0,37,1,1,57
KC,2,0,38,0,0,58
KC,2,0,39,0,0,58
KC,2,0,40,0,0,59
KC,2,0,41,1,1,60
KC,2,0,42,1,0,60
KC,2,0,43,0,0,58
KC,2,0,44,1,1,59
KC,2,0,45,0,1,59
KC,2,0,46,1,1,58
KC,2,0,47,1,1,58
KC,2,0,48,1,1,59
KC,2,0,49,1,1,59
KC,2,0,50,0,0,60
KC,2,40,1,0,1,50
KC,2,40,2,0,0,21
KC,2,40,3,0,1,25
KC,2,40,4,0,0,15
KC,2,40,5,0,0,17
KC,2,40,6,0,0,19
KC,2,40,7,1,1,21
KC,2,40,8,1,1,22
KC,2,40,9,1,0,24
KC,2,40,10,1,0,20
KC,2,40,11,1,1,16
KC,2,40,12,0,0,17
KC,2,40,13,0,0,18
KC,2,40,14,1,1,19
KC,2,40,15,0,0,20
KC,2,40,16,0,0,21
KC,2,40,17,1,1,22
KC,2,40,18,0,1,22
KC,2,40,19,1,1,20
KC,2,40,20,1,1,21
KC,2,40,21,1,1,22
KC,2,40,22,0,0,22
KC,2,40,23,0,0,22
KC,2,40,24,1,0,23
KC,2,40,25,0,0,22
KC,2,40,26,1,1,22
KC,2,40,27,1,1,22
KC,2,40,28,0,0,23
KC,2,40,29,1,1,23
KC,2,40,30,0,0,23
KC,2,40,31,1,1,24
KC,2,40,32,0,0,24
KC,2,40,33,0,0,24
KC,2,40,34,1,0,25
KC,2,40,35,0,0,24
KC,2,40,36,0,0,24
KC,2,40,37,1,1,24
KC,2,40,38,1,1,25
KC,2,40,39,1,1,25
KC,2,40,40,1,1,25
KC,2,40,41,0,0,25
KC,2,40,42,1,1,25
KC,2,40,43,1,1,26
KC,2,40,44,1,1,26
KC,2,40,45,0,0,26
KC,2,40,46,0,0,26
KC,2,40,47,1,1,26
KC,2,40,48,1,1,27
KC,2,40,49,0,0,27
KC,2,40,50,0,0,27
